POLICY_NO,CUST_ID,POLICYTYPE,POL_ISSUE_DATE,POL_EFF_DATE,POL_EXPIRY_DATE,MAKE,MODEL,MODEL_YEAR,CHASSIS_NO,USE_OF_VEHICLE,PRODUCT,SUM_INSURED,PREMIUM,DEDUCTABLE
102118017,2581.0,COMP,2018-04-19,2018-04-19,2019-05-18,PORSCHE,PANAMERA,2017.0,WP0ZZZ97ZHL100348,PRIVATE,M 2.25,400000.0,9260.0,2000
102118958,9696.0,COMP,2018-05-17,2018-06-12,2019-07-11,CHEVROLET,IMPALA,2015.0,2G1175S3XF9186688,PRIVATE,M 2.5,73728.0,2206.0,500
102119251,247.0,COMP,2018-05-27,2018-05-27,2019-06-26,VOLKSWAGEN,TOUAREG,2009.0,WVGAL27L29D028925,PRIVATE,STANDARD,28160.0,1890.0,2000
102119333,7522.0,COMP,2018-05-29,2018-05-29,2019-06-28,TOYOTA,CAMRY,2018.0,JTNBF4HK4J3004973,PRIVATE,M 2.5,99900.0,2887.0,2000
102119650,4595.0,COMP,2018-06-07,2018-06-19,2019-07-18,HYUNDAI,H-1,2011.0,KMJWA37R4BU238422,COMMERCIAL,STANDARD,18560.0,2390.0,2000
102123063,7879.0,COMP,2018-09-30,2018-09-30,2019-10-30,RENAULT,KOLEOS,2015.0,VF1VYRCE7FC517652,PRIVATE,STANDARD,50000.0,1730.0,1000
102123251,4043.0,COMP,2018-10-03,2018-10-03,2019-11-02,HONDA,ACCORD V6,2016.0,LUCCR3645G3401319,PRIVATE,M 2.5,97920.0,2836.0,2000
102123501,8009.0,COMP,2018-10-11,2018-10-11,2019-11-10,TOYOTA,COROLLA,2018.0,RKLBL9HE4J5261613,PRIVATE,M 2.5,56800.0,2090.0,2000
102125881,7957.0,COMP,2019-01-08,2019-01-12,2020-02-11,FORD,ESCAPE,2012.0,1FMCU9DG9CKB60136,PRIVATE,STANDARD,25000.0,1730.0,1000
102126506,3304.0,COMP,2019-01-23,2019-01-23,2020-02-22,TOYOTA,LAND CRUISER,2011.0,JTMHU09JXB4051732,PRIVATE,NOT CLASSIFIED,60000.0,1700.0,500
102126986,7836.0,COMP,2019-02-03,2019-02-08,2020-03-07,TOYOTA,YARIS,2016.0,MHFBT9F3XG6047313,PRIVATE,STANDARD,28800.0,1395.0,500
102129681,1935.0,COMP,2019-04-14,2019-04-14,2020-05-13,CHERY,ARIZO 3,2017.0,LVVDC21B8HD043208,PRIVATE,STANDARD,27000.0,1590.0,2000
102129713,7985.0,COMP,2019-04-15,2019-04-15,2020-05-14,LAMBORGHINI,URUS,2019.0,ZPBEA1ZL0KLA04095,PRIVATE,M 2.25,1239000.0,25379.0,2000
102130627,2021.0,COMP,2019-05-20,2019-05-21,2020-06-20,BAJAJ,180 CC,2014.0,MD2A12DZ0ECA86029,PRIVATE,STANDARD,1920.0,1230.0,2000
102134197,7957.0,COMP,2019-08-18,2019-09-27,2020-10-26,KIA,OPTIMA,2014.0,KNAGM4120E5487413,PRIVATE,M 2019,25000.0,1030.0,1000
102134346,7848.0,COMP,2019-08-20,2019-08-22,2020-09-21,PEUGEOT,5008,2018.0,VF3M45GY9JL000714,PRIVATE,M 2.5,101400.0,1816.0,1000
102135177,3547.0,COMP,2019-09-10,2019-09-10,2020-10-09,NISSAN,TIIDA,2013.0,3N1BC1C69DK217621,PRIVATE,NOT CLASSIFIED,13631.0,1030.0,500
102135953,903.0,COMP,2019-09-30,2019-09-30,2020-10-30,TOYOTA,HIACE ,2013.0,JTFHX02P8D0078211,COMMERCIAL,NOT CLASSIFIED,22142.0,1990.0,1000
102137018,7848.0,COMP,2019-10-28,2019-10-28,2020-11-27,PEUGEOT,3008,2020.0,VF3M45GY5LS006664,PRIVATE,M 2019,79900.0,1965.0,500
102137185,7848.0,COMP,2019-10-31,2019-10-31,2020-11-29,PEUGEOT,5008,2019.0,VF3M45GY9KL002285,PRIVATE,M 2019,105900.0,2849.0,2000
102137432,5160.0,COMP,2019-11-07,2019-11-07,2020-12-06,TOYOTA,LAND CRUISER,2018.0,JTMHU01J2J5145012,PRIVATE,TOURISM,160000.0,5580.0,2000
102133120/1,7972.0,COMP,2019-11-10,2019-07-22,2020-08-21,TOYOTA,PRADO,2015.0,JTEJU3FJ8F5066619,PRIVATE,M 2019,118951.0,-1605.0,1000
102138159,12439.0,COMP,2019-11-27,2019-11-27,2020-12-26,HINO,300,2017.0,JHHUCK1H6HK021909,COMMERCIAL,STANDARD,115000.0,3152.0,500
102138652,6514.0,COMP,2019-12-11,2020-02-28,2021-03-27,MITSUBISHI,PAJERO,2010.0,JMYLRV95WAJ711303,PRIVATE,NOT CLASSIFIED,23000.0,1590.0,500
102139696,7852.0,COMP,2020-01-08,2020-01-16,2021-02-15,DODGE,DURANGO,2018.0,1C4RDHAGXJC340813,PRIVATE,M 2.5,96319.0,1790.0,1000
102140665,2021.0,COMP,2020-01-30,2020-01-30,2021-03-01,HAVAL,H2,2019.0,LGWEE4A46KH899670,PRIVATE,M 2019,51200.0,1790.0,1000
102140706,12714.0,COMP,2020-01-30,2020-01-30,2021-02-27,MG,RX5,2019.0,LSJA24W97KS011689,PRIVATE,M 2019,67725.0,1940.0,1000
102142072,7134.0,COMP,2020-03-02,2020-03-02,2021-04-01,MAZDA,CX 5,2020.0,JM7KFAWL1L0377753,PRIVATE,M 2019,118000.0,2325.0,1000
102143176,243.0,COMP,2020-03-23,2020-04-30,2021-05-30,TOYOTA,HIACE,2009.0,JTGJX02P990024663,COMMERCIAL,NOT CLASSIFIED,8053.0,2340.0,2000
102144432,6549.0,COMP,2020-05-04,2020-05-11,2021-06-10,KIA,SPORTAGE,2019.0,U5YPH8149KL669637,PRIVATE,M 2019,80000.0,1990.0,1000
102144595,14049.0,COMP,2020-05-07,2020-05-07,2021-06-06,TOYOTA,FORTUNER,2013.0,MHFYX59G5D8039173,PRIVATE,M 2019,45000.0,1513.0,2000
102146074,13026.0,COMP,2020-06-14,2020-06-15,2021-07-14,TOYOTA,COROLLA,2019.0,RKLBL9HE2K5269792,PRIVATE,M 2019,60080.0,1490.0,2000
102147595,7134.0,COMP,2020-07-21,2020-07-21,2021-08-20,MAZDA,3,2017.0,JM7BN1SZ2H1153180,PRIVATE,M 2019,37000.0,1160.0,2000
102147771,12714.0,COMP,2020-07-26,2020-07-26,2021-08-25,MG,MG6,2020.0,LSJW54U9XLG024375.,PRIVATE,M 2019,70350.0,1590.0,500
102148120,8256.0,COMP,2020-08-05,2020-08-05,2021-09-04,CADILLAC,ATS,2017.0,1G6A95RA3H0203854,PRIVATE,M 2019,55000.0,1005.0,2000
102148716,12714.0,COMP,2020-08-19,2020-08-19,2021-09-18,MG,RX8,2020.0,LSJW84W9XLG016278,PRIVATE,M 2019,137875.0,2722.0,1000
102148808,5495.0,COMP,2020-08-22,2020-08-22,2021-09-21,HYUNDAI,ACCENT,2020.0,MALC741C8LM224748,PRIVATE,M 2019,48900.0,1390.0,1000
102151002,5495.0,COMP,2020-10-15,2020-10-15,2021-11-14,KIA,CERATO,2020.0,KNAF24168L5887740,PRIVATE,M 2019,57900.0,1528.0,500
102151324,3703.0,COMP,2020-10-24,2020-11-01,2021-11-30,TOYOTA,HIACE ,2014.0,JTFHX02P0E5003264,COMMERCIAL,STANDARD,26050.0,1540.0,500
102151686,11625.0,COMP,2020-11-03,2020-12-07,2022-01-06,HONDA,ACCORD,2010.0,JHMCP2677AC403660,PRIVATE,STANDARD,11000.0,1050.0,500
102152097,7852.0,COMP,2020-11-16,2020-11-22,2021-12-21,HONDA,UNICORN,2016.0,ME4KC2037G8003533,PRIVATE,STANDARD,3072.0,1007.0,1000
102070629,4267.0,COMP,2016-01-03,2016-01-04,2017-02-03,NISSAN,ALTIMA,2015.0,1N4AL3AP0FC154780,PRIVATE,M 2.5,80000.0,2140.0,2000
102071332,8045.0,COMP,2016-01-10,2016-01-10,2017-02-09,CHEVROLET,SILVERADO,2015.0,1GC4K9EG0FF580619,PRIVATE,STANDARD,219000.0,6909.0,500
102072847,7852.0,COMP,2016-01-27,2016-01-27,2017-02-26,TOYOTA,YARIS,2015.0,MHFBT9F35F6032488,PRIVATE,STANDARD,48000.0,1690.0,1000
102073436,8876.0,COMP,2016-02-02,2016-02-02,2017-03-01,NISSAN,TIIDA,2016.0,MNTAC2C9XG6002047,PRIVATE,M 2.5,77500.0,1844.0,1000
102073886,1603.0,COMP,2016-02-07,2016-02-07,2017-03-06,BMW,X5,2011.0,WBAZV8107BL391703.,PRIVATE,STANDARD,130000.0,3800.0,1000
102075326,4074.0,COMP,2016-02-22,2016-03-15,2017-03-14,MITSUBISHI,CANTER SINGLE CABIN,2010.0,JL7BCE1J8AK003743,COMMERCIAL,STANDARD,26240.0,1680.0,1000
102075785,8045.0,COMP,2016-02-28,2016-02-28,2017-03-27,NISSAN,ALTIMA,2013.0,1N4AL3APXDC120987,PRIVATE,STANDARD,40000.0,1420.0,1000
102076468,943.0,COMP,2016-03-06,2016-04-11,2017-04-10,LEXUS,RX 350,2006.0,JTJHK31UX62026499,PRIVATE,NOT CLASSIFIED,40800.0,1590.0,1000
102076730,9558.0,COMP,2016-03-08,2016-03-08,2017-04-07,NISSAN,TIIDA,2015.0,MNTBC2C92F6006841,PRIVATE,STANDARD,47000.0,1690.0,500
102076799,903.0,COMP,2016-03-09,2016-03-09,2017-04-08,NISSAN,TIIDA,2009.0,JN1CC13D09T001107,PRIVATE,STANDARD,18000.0,1140.0,500
102076839,7389.0,COMP,2016-03-09,2016-03-09,2017-04-08,TOYOTA,CAMRY,2011.0,6T1BE42K0BX683411,PRIVATE,STANDARD,25000.0,950.0,500
102078736,8045.0,COMP,2016-04-03,2016-04-03,2017-05-02,LAND ROVER,LR2,2009.0,SALFA24A09H127103,PRIVATE,STANDARD,25000.0,1150.0,1000
102079916,807.0,COMP,2016-04-18,2016-04-18,2017-05-17,VOLKSWAGEN,GOLF,2015.0,WVWGR2AUXFW005360,PRIVATE,M 2.5,142000.0,5135.0,2000
102082704,8045.0,COMP,2016-05-23,2016-05-23,2017-06-22,TOYOTA,YARIS,2007.0,JTDKW923575052370,PRIVATE,STANDARD,10000.0,1140.0,2000
102082826,9346.0,COMP,2016-05-25,2016-06-02,2017-07-01,MAZDA,CX 9,2015.0,JM7TB1MA2F0430160,PRIVATE,M 2.5,105000.0,2463.0,500
102083439,4714.0,COMP,2016-06-01,2016-06-01,2017-06-30,HYUNDAI,TUCSON,2009.0,KMHJM81B79U912987,PRIVATE,STANDARD,20000.0,1190.0,500
102083771,6656.0,COMP,2016-06-05,2016-06-06,2017-07-05,HONDA,CITY,2014.0,MRHGM6643EP030204,PRIVATE,STANDARD,30000.0,1150.0,500
102049639,3304.0,COMP,2015-02-03,2015-02-03,2016-03-02,NISSAN,URVAN VAN,2008.0,JN6AE52S68X100296,COMMERCIAL,STANDARD,21000.0,1370.0,500
102049686,903.0,COMP,2015-02-04,2015-02-04,2016-03-03,MERCEDES,G55,2011.0,WDCYC7AFXBX187063,PRIVATE,STANDARD,310000.0,9650.0,1000
102051012,6560.0,COMP,2015-03-29,2015-03-29,2016-04-28,TOYOTA,YARIS,2012.0,JTDKW9D30CD502620,PRIVATE,STANDARD,25000.0,1050.0,2000
102052521,8045.0,COMP,2015-05-05,2015-05-05,2016-06-04,NISSAN,NAVARA,2008.0,MNTBD03S686006316,COMMERCIAL,STANDARD,25000.0,1490.0,500
102053180,1935.0,COMP,2015-05-17,2015-05-21,2016-06-20,MITSUBISHI,L300,2013.0,JMYJNP13VDA700780,COMMERCIAL,STANDARD,45000.0,1620.0,500
102053694,3202.0,COMP,2015-05-26,2015-05-26,2016-06-25,TOYOTA,YARIS,2014.0,MR2BT9F31E1119837,PRIVATE,STANDARD,45000.0,1690.0,2000
102054298,8045.0,COMP,2015-06-04,2015-06-04,2016-07-03,TOYOTA,YARIS,2008.0,JTDKW923985075636,PRIVATE,STANDARD,20000.0,1770.0,1000
102056403,5160.0,COMP,2015-07-05,2015-07-05,2016-08-04,HYUNDAI,TUCSON,2010.0,KMHJT81B2AU084757,PRIVATE,STANDARD,26000.0,1190.0,1000
102057101,8045.0,COMP,2015-07-14,2015-07-14,2016-08-13,TOYOTA,COROLLA,2008.0,JTDBZ42E789015990,PRIVATE,STANDARD,20000.0,1090.0,500
102057597,3273.0,COMP,2015-07-22,2015-09-01,2016-08-31,TOYOTA,LAND CRUISER,2005.0,JTEBU25J155015347t,PRIVATE,NOT CLASSIFIED,20000.0,1280.0,500
102058631,8045.0,COMP,2015-08-05,2015-08-05,2016-09-04,NISSAN,ALTIMA,2007.0,1N4AL11D07C104179,PRIVATE,STANDARD,22000.0,1090.0,2000
102061236,8045.0,COMP,2015-09-11,2015-09-11,2016-10-10,HONDA,CIVIC,2012.0,JHMFB2621CS400598,PRIVATE,STANDARD,38000.0,1316.0,500
102063554,2021.0,COMP,2015-10-12,2015-10-12,2016-11-11,AUDI,A 4,2015.0,WAUBFCFL1FA000390,PRIVATE,M 2.5,135000.0,3558.0,500
102064495,8045.0,COMP,2015-10-22,2015-10-22,2016-11-21,TOYOTA,COROLLA,2011.0,RKLBC42E3B4580018,PRIVATE,STANDARD,20000.0,1090.0,2000
102067052,1935.0,COMP,2015-11-22,2015-11-22,2016-12-21,MITSUBISHI,LANCER,2010.0,JMYSRCS1AAU704419,PRIVATE,STANDARD,18000.0,1140.0,500
102068502,8045.0,COMP,2015-12-08,2015-12-08,2017-01-07,KIA,SPORTAGE,2008.0,KNAJE552787462391,PRIVATE,STANDARD,50000.0,1690.0,2000
102069135,8825.0,COMP,2015-12-15,2015-12-16,2017-01-15,NISSAN,ALTIMA,2006.0,1N4AL11D96N301824,PRIVATE,STANDARD,15000.0,1190.0,2000
102085409,8045.0,COMP,2016-06-26,2016-06-26,2017-07-25,NISSAN,URVAN MINIBUS,2008.0,JN6AE54S68X004116,COMMERCIAL,STANDARD,19000.0,1500.0,500
102085421,5495.0,COMP,2016-06-26,2016-06-26,2017-07-25,AUDI,Q 5,2016.0,WA1CFCFP4GA122232,PRIVATE,M 2.5,200000.0,5500.0,500
102086303,4714.0,COMP,2016-07-05,2016-07-05,2017-08-04,SUZUKI,SX4,2009.0,JS2YC21S396200229.,PRIVATE,STANDARD,10000.0,1140.0,1000
102086582,1935.0,COMP,2016-07-11,2016-07-31,2017-07-30,NISSAN,TIIDA,2012.0,3N1BC1A67CK246701,PRIVATE,STANDARD,23120.0,1140.0,500
102088773,2021.0,COMP,2016-08-08,2016-08-08,2017-09-07,KIA,RIO,2014.0,KNADN4120E6280319,PRIVATE,STANDARD,27000.0,1140.0,1000
102090863,3304.0,COMP,2016-09-05,2016-09-06,2017-10-05,TATA,XENON,2016.0,MAT464753GSL00153,COMMERCIAL,STANDARD,36000.0,1420.0,500
102091034,4752.0,COMP,2016-09-06,2016-09-06,2017-10-05,.,null,2013.0,REFER LIST,PRIVATE,STANDARD,5747566.0,198555.0,1000
102091997,7692.0,COMP,2016-09-25,2016-09-25,2017-10-24,TOYOTA,FORTUNER,2008.0,MHFYX59G188009402,PRIVATE,STANDARD,23000.0,1300.0,500
102094863,7852.0,COMP,2016-11-03,2016-11-03,2017-12-02,LEXUS,NX 200,2017.0,JTJBARBZ0H2099034,PRIVATE,M 2.5,160000.0,3940.0,1000
102095397,903.0,COMP,2016-11-13,2016-11-14,2017-12-13,FORD,FOCUS,2007.0,WF0TD63F87LD39263,PRIVATE,STANDARD,15000.0,1140.0,1000
102096397,7134.0,COMP,2016-11-23,2016-11-23,2017-12-22,MINI,COOPER,2012.0,WMWZC5102CWK69285,PRIVATE,STANDARD,57000.0,1879.0,1000
102097267,7463.0,COMP,2016-12-06,2016-12-06,2018-01-05,NISSAN,.,2011.0,LJNMEV1N1BN000177,COMMERCIAL,STANDARD,20000.0,1400.0,2000
102097637,6930.0,COMP,2016-12-12,2017-01-22,2018-01-21,NISSAN,X-TRAIL,2010.0,JN8BT05S8AW000180,PRIVATE,NOT CLASSIFIED,20480.0,1240.0,2000
102098351,5160.0,COMP,2016-12-21,2016-12-21,2018-01-20,TOYOTA,YARIS,2013.0,JTDKW9D39DD540476,PRIVATE,STANDARD,29000.0,1240.0,2000
102098618,8825.0,COMP,2016-12-26,2016-12-31,2018-01-30,KIA,CARNIVAL,2016.0,KNAMC8127G6139005,PRIVATE,STANDARD,101600.0,2843.0,2000
102100698,7852.0,COMP,2017-01-31,2017-01-31,2018-02-27,TOYOTA,RAV 4,2017.0,JTDWF9EV1HJ113852,PRIVATE,M 2.5,107900.0,2915.0,1000
102101079,8894.0,COMP,2017-02-08,2017-02-08,2018-03-07,TOYOTA,YARIS,2012.0,JTDBW9234CL024033,PRIVATE,STANDARD,20000.0,1610.0,500
102103373,8647.0,COMP,2017-04-02,2017-04-02,2018-05-01,CMC,VERYCA PASSENGER VAN,2015.0,RKMCP5152FY147865,COMMERCIAL,STANDARD,46000.0,2150.0,1000
102104207,7359.0,COMP,2017-04-20,2017-04-20,2018-05-19,MITSUBISHI,CANTER,2011.0,JL7BCE1J3BK001920,COMMERCIAL,STANDARD,30600.0,2500.0,500
102105241,4724.0,COMP,2017-05-16,2017-06-13,2018-07-12,LEXUS,ES 350,2015.0,JTHBK1GG6F2160147,PRIVATE,M 2.25,95000.0,2760.0,500
102105718,5568.0,COMP,2017-05-29,2017-06-04,2018-07-03,TOYOTA,86,2014.0,JF1ZN12B0EG017950,PRIVATE,STANDARD,68480.0,2820.0,2000
102105905,8894.0,COMP,2017-06-01,2017-06-01,2018-06-30,LEXUS,ES 350,2013.0,JTHBK1GG2D2057160,PRIVATE,STANDARD,75800.0,2710.0,500
102107427,11316.0,COMP,2017-07-09,2017-07-09,2018-08-08,NISSAN,TIIDA,2008.0,JN1CC11CX8T013824,PRIVATE,STANDARD,13600.0,1610.0,1000
102108216,3729.0,COMP,2017-07-26,2017-08-07,2018-09-06,TOYOTA,HIACE,2015.0,JTFPX22P6F0057643,COMMERCIAL,STANDARD,64602.0,2376.0,2000
102110884,7463.0,COMP,2017-10-15,2017-10-15,2018-11-14,TOYOTA,LAND CRUISER,2013.0,JTMHU09J8D4074185,PRIVATE,STANDARD,86400.0,3310.0,1000
102111052,6139.0,COMP,2017-10-18,2017-11-22,2018-12-21,TOYOTA,YARIS,2012.0,JTDKW9D32CD514378,PRIVATE,STANDARD,19040.0,1410.0,500
102111952,243.0,COMP,2017-11-09,2017-12-11,2019-01-10,TOYOTA,COASTER,2014.0,JTGFK4180E4004133,COMMERCIAL,NOT CLASSIFIED,71885.0,3085.0,1000
102111985,7359.0,COMP,2017-11-12,2017-11-12,2018-12-11,MITSUBISHI,L200,2013.0,MMBENKA50DD037806,COMMERCIAL,STANDARD,21500.0,2050.0,1000
102113010,6579.0,COMP,2017-12-10,2018-01-05,2019-02-04,MITSUBISHI,PAJERO,2008.0,JMYMRV83W8J725258,PRIVATE,STANDARD,17600.0,2110.0,1000
102113810,3202.0,COMP,2017-12-26,2017-12-30,2019-01-29,TOYOTA,AVANZA,2015.0,MHKMC13F3FK012712,PRIVATE,STANDARD,29860.0,2170.0,500
102114000,1538.0,COMP,2017-12-28,2017-12-28,2019-01-27,HONDA,CIVIC,2014.0,19XFB2642EE901055,PRIVATE,STANDARD,40000.0,1410.0,1000
102114041,2021.0,COMP,2017-12-28,2017-12-28,2019-01-27,SUZUKI,GRAND VITARA,2018.0,JS3TA0D11J4100133,PRIVATE,M 2.5,62900.0,2110.0,2000
102115427,5495.0,COMP,2018-02-08,2018-02-08,2019-03-07,AUDI,S 6,2016.0,WAUB2CFC4GN120285,PRIVATE,STANDARD,229000.0,9800.0,1000
102115479,7134.0,COMP,2018-02-11,2018-02-11,2019-03-10,AUDI,Q 5,2014.0,WA1CFCFP2EA023907,PRIVATE,STANDARD,62000.0,2290.0,500
102116916,7463.0,COMP,2018-03-18,2018-03-18,2019-04-17,GREAT WALL,WINGLE,2017.0,LGWCA2179HB616790,COMMERCIAL,STANDARD,38750.0,2270.0,1000
102117876,807.0,COMP,2018-04-16,2018-04-16,2019-05-15,TOYOTA,LAND CRUISER,2014.0,JTMHU09JXD4068923,PRIVATE,STANDARD,92000.0,3643.0,1000
102121205,5460.0,COMP,2018-07-24,2018-07-30,2019-08-29,AUDI,Q 7,2013.0,WAUAGD4LXDD000532,PRIVATE,NOT CLASSIFIED,80000.0,2424.0,2000
102121575,9999.0,COMP,2018-08-06,2018-08-06,2019-09-05,MINI,COOPER,2015.0,WMWXM5107F3A11096,PRIVATE,M 2.5,48640.0,1573.0,500
102121823,8825.0,COMP,2018-08-13,2018-08-16,2019-09-15,KIA,CERATO,2016.0,KNAFK4110G5913175,PRIVATE,STANDARD,28000.0,3037.0,500
102122898,7099.0,COMP,2018-09-24,2018-09-24,2019-10-23,TOYOTA,HIACE,2014.0,JTGJX02P5E0057041,COMMERCIAL,NOT CLASSIFIED,37314.0,2480.0,1000
102123556,12415.0,COMP,2018-10-14,2018-10-14,2019-11-13,MG,RX5,2019.0,LSJA24W92KS013785,PRIVATE,M 2.5,77700.0,2490.0,500
102123911,10579.0,COMP,2018-10-25,2018-11-10,2019-12-09,NISSAN,CIVILION,2014.0,JN6DW12S9EZ027055,COMMERCIAL,STANDARD,77600.0,3365.0,500
102125454,7070.0,COMP,2018-12-25,2018-12-25,2020-01-24,HONDA,ACCORD,2010.0,JHMCP267XAC405578,PRIVATE,STANDARD,20000.0,1395.0,1000
102126277,7972.0,COMP,2019-01-17,2019-01-26,2020-02-25,MERCEDES,300 E,2018.0,WDDZF4JB7JA323749,PRIVATE,NOT CLASSIFIED,200000.0,4990.0,500
102127732,5495.0,COMP,2019-02-19,2019-02-19,2020-03-18,VOLKSWAGEN,PASSAT,2018.0,WVWCR7A38JC017164,PRIVATE,M 2.5,92042.0,2490.0,2000
102128373,2968.0,COMP,2019-03-06,2019-05-01,2020-05-31,PORSCHE,CAYENNE,2011.0,WP1ZZZ92ZBLA46465,PRIVATE,NOT CLASSIFIED,62914.0,1649.0,1000
102129317,5495.0,COMP,2019-04-01,2019-04-04,2020-05-03,AUDI,Q 7,2009.0,WAUAV54L19D014404,PRIVATE,M 2019,34000.0,1690.0,500
102130804,415.0,COMP,2019-05-23,2019-05-23,2020-06-22,MITSUBISHI,ROSA BUS,2016.0,JL5B3J6P4GRP22177,COMMERCIAL,STANDARD,118400.0,5609.0,500
102131407,12714.0,COMP,2019-06-13,2019-06-13,2020-07-12,MG,MG6,2019.0,LSJW54U99KG034989,PRIVATE,M 2019,66675.0,1940.0,2000
102133976,7957.0,COMP,2019-08-07,2019-08-08,2020-09-07,HONDA,CITY,2019.0,MRHGM666XKT030060,PRIVATE,M 2019,60000.0,1290.0,1000
102134210,5173.0,COMP,2019-08-18,2019-08-18,2020-09-17,VOLKSWAGEN,POLO,2014.0,WVWBC2A79ET010040,PRIVATE,M 2019,23000.0,1290.0,500
102134675,7957.0,COMP,2019-08-28,2019-08-28,2020-09-27,NISSAN,X-TRAIL,2019.0,JN1BT2MU8KW014112,PRIVATE,M 2019,84000.0,1990.0,500
102135536,7957.0,COMP,2019-09-19,2019-09-19,2020-10-18,NISSAN,INFINITY QX70,2016.0,JNRCS1MWXGM660111,PRIVATE,M 2019,90000.0,1790.0,2000
102136085,7957.0,COMP,2019-10-02,2019-10-07,2020-11-06,AUDI,RS3 SEDAN,2018.0,WUAZZZFF1JA904192,PRIVATE,M 2019,177000.0,3176.0,2000
102136940,7852.0,COMP,2019-10-24,2019-10-24,2020-11-23,HONDA,UNICORN,2016.0,ME4KC2037G8003533,PRIVATE,STANDARD,3840.0,1360.0,2000
102139341,7620.0,COMP,2019-12-30,2019-12-26,2021-01-25,CHERY,TIGGO 3,2016.0,LVVDB24B6GD012357,PRIVATE,M 2019,26000.0,1590.0,500
102139801,11698.0,COMP,2020-01-12,2020-02-07,2021-03-06,TOYOTA,COROLLA,2015.0,RKLBB9HE1F5045082,PRIVATE,STANDARD,22016.0,1160.0,1000
102141413,7848.0,COMP,2020-02-16,2020-02-16,2021-03-15,HAVAL,H2,2019.0,LGWEE4A45KH899675,PRIVATE,STANDARD,50000.0,1590.0,500
102145599,2609.0,COMP,2020-06-02,2020-06-02,2021-07-01,HYUNDAI,SANTA-FE,2016.0,KMHST81CXGU598703,PRIVATE,TOURISM,41000.0,1390.0,500
102146423,6067.0,COMP,2020-06-21,2020-06-21,2021-07-20,BAJAJ,AVENGER,2017.0,MD2A22EY1HCM11033,PRIVATE,STANDARD,4000.0,1160.0,500
102146843,5495.0,COMP,2020-06-30,2020-06-30,2021-07-30,TOYOTA,HIACE ,2014.0,JTFPX22P9E0047882,COMMERCIAL,M 2019,30000.0,1690.0,1000
102148334,7620.0,COMP,2020-08-10,2020-08-10,2021-09-09,BMW,X1,2018.0,WBAJG3109JEE39072,PRIVATE,M 2019,90000.0,1990.0,500
102150930,5495.0,COMP,2020-10-13,2020-10-13,2021-11-12,KIA,SELTOS,2020.0,MZBEP8142LN117158,PRIVATE,M 2019,64995.0,1965.0,1000
102152619,8601.0,COMP,2020-12-05,2020-12-13,2022-01-12,FORD,EDGE,2017.0,2FMPK4K82HBB07897,PRIVATE,M 2019,80000.0,1490.0,500
102070695,3304.0,COMP,2016-01-03,2016-01-03,2017-02-02,CHEVROLET,CORVETTE,2015.0,1G1Y92D70F5120493,PRIVATE,M 2.25,275000.0,9248.0,2000
102071568,7852.0,COMP,2016-01-12,2016-01-12,2017-02-11,TOYOTA,COROLLA,2010.0,JTDBZ42E8AJ045276,PRIVATE,STANDARD,27000.0,1140.0,2000
102073757,8045.0,COMP,2016-02-05,2016-02-05,2017-03-04,TOYOTA,YARIS,2012.0,JTDKW9D36CD503416,PRIVATE,STANDARD,30000.0,1150.0,1000
102076754,8045.0,COMP,2016-03-09,2016-03-09,2017-04-08,KIA,OPTIMA,2015.0,KNAGR4161F5599207,PRIVATE,STANDARD,63000.0,2041.0,2000
102076850,816.0,COMP,2016-03-10,2016-03-10,2017-04-09,TOYOTA,COROLLA,2014.0,RKLBB9HE3E5009764,PRIVATE,STANDARD,43200.0,1686.0,500
102077658,8045.0,COMP,2016-03-21,2016-03-21,2017-04-20,PORSCHE,CAYENNE,2009.0,WP1ZZZ9PZ9LA02952,PRIVATE,STANDARD,40000.0,1370.0,500
102077787,5495.0,COMP,2016-03-22,2016-03-22,2017-04-21,AUDI,A 3,2016.0,WAUAYJFF1G1079369,PRIVATE,M 2.5,122000.0,4500.0,1000
102079678,8045.0,COMP,2016-04-15,2016-04-15,2017-05-14,HONDA,ACCORD,2007.0,JHMCM567X7C418611,PRIVATE,STANDARD,18000.0,1090.0,500
102080153,7921.0,COMP,2016-04-20,2016-04-20,2017-05-19,RENAULT,DUSTER,2015.0,VF1HSRCA9FA524965,PRIVATE,STANDARD,42500.0,1840.0,2000
102081585,8045.0,COMP,2016-05-09,2016-05-09,2017-06-08,TOYOTA,FORTUNER,2011.0,MHFYX59G0B8021564,PRIVATE,STANDARD,40000.0,1430.0,500
102082349,8045.0,COMP,2016-05-18,2016-05-18,2017-06-17,TOYOTA,FJ CRUISER,2008.0,JTEBU11F98K023746,PRIVATE,STANDARD,31000.0,1190.0,1000
102083342,7852.0,COMP,2016-05-31,2016-05-31,2017-06-29,NISSAN,QASHQAI,2008.0,SJNBJ01B68A261922,PRIVATE,STANDARD,23000.0,1240.0,2000
102084720,6656.0,COMP,2016-06-16,2016-06-22,2017-07-21,HONDA,CIVIC,2009.0,JHMFD16249S404674,PRIVATE,STANDARD,20000.0,1140.0,500
102049831,583.0,COMP,2015-02-10,2015-02-10,2016-03-09,INDIAN,SCOUT,2015.0,56KMSA00XF3100285,PRIVATE,STANDARD,48000.0,1800.0,500
